item_brand;item_category;item_category2;item_id;item_name;price;discount;item_coupon
elpozo;charcuteria y quesos;jamon cocido lacon fiambres y mortadela;146710;jamon cocido extra elpozo 1954 sobre 150 g;2;;
elpozo;charcuteria y quesos;jamon cocido lacon fiambres y mortadela;178002;fiambre de pavo sandwich elpozo bandeja 270 g;2;;
nuestra alacena de dia;charcuteria y quesos;jamon cocido lacon fiambres y mortadela;273731;pechuga de pavo bajo en sal nuestra alacena de dia sobre 200 g;1.48;0.49;CLUB_bajadadeprecio
nuestra alacena de dia;charcuteria y quesos;jamon cocido lacon fiambres y mortadela;273733;jamon de pavo nuestra alacena de dia sobre 200 g;1.48;;
nuestra alacena de dia;charcuteria y quesos;jamon cocido lacon fiambres y mortadela;273736;jamon cocido extra bajo en sal nuestra alacena de dia sobre 200 g;1.99;;
nuestra alacena de dia;charcuteria y quesos;jamon cocido lacon fiambres y mortadela;273737;jamon cocido extra 97 carne nuestra alacena de dia sobre 150 g;1.53;;
nuestra alacena de dia;charcuteria y quesos;jamon cocido lacon fiambres y mortadela;273740;fiambre sandwich nuestra alacena de dia sobre 250 g;1.54;;
nuestra alacena de dia;charcuteria y quesos;jamon cocido lacon fiambres y mortadela;273742;fiambre maxi york nuestra alacena de dia sobre 400 g;1.9;;
nuestra alacena de dia;charcuteria y quesos;jamon cocido lacon fiambres y mortadela;273745;lacon ahumado nuestra alacena de dia sobre 200 g;2.29;;
nuestra alacena de dia;charcuteria y quesos;jamon cocido lacon fiambres y mortadela;273749;bacon nuestra alacena de dia sobre 200 g;1.99;;
nuestra alacena de dia;charcuteria y quesos;jamon cocido lacon fiambres y mortadela;273750;bacon en tiras nuestra alacena de dia bandeja 2 x 100 g;1.68;;
nuestra alacena de dia;charcuteria y quesos;jamon cocido lacon fiambres y mortadela;273810;pechuga de pavo nuestra alacena de dia sobre 2 x 200 g;3.37;;
nuestra alacena de dia;charcuteria y quesos;jamon cocido lacon fiambres y mortadela;273957;jamon cocido extra nuestra alacena de dia sobre 2 x 225 g;3.45;;
nuestra alacena de dia;charcuteria y quesos;jamon cocido lacon fiambres y mortadela;273959;chopped pork nuestra alacena de dia sobre 250 g;1.39;;
nuestra alacena de dia;charcuteria y quesos;jamon cocido lacon fiambres y mortadela;273960;mortadela nuestra alacena de dia sobre 250 g;1.25;;
nuestra alacena de dia;charcuteria y quesos;jamon cocido lacon fiambres y mortadela;273961;mortadela con aceitunas nuestra alacena de dia sobre 250 g;1.25;;
nuestra alacena de dia;charcuteria y quesos;jamon cocido lacon fiambres y mortadela;273965;pechuga de pavo 90 carne nuestra alacena de dia sobre 120 g;2.19;;
serrano;charcuteria y quesos;jamon cocido lacon fiambres y mortadela;296598;pavo trufado con pistachos serrano sobre 150 g;1.89;;
elpozo;charcuteria y quesos;jamon cocido lacon fiambres y mortadela;298369;jamon cocido elpozo sobre 80 g;1;;
oscar mayer;charcuteria y quesos;jamon cocido lacon fiambres y mortadela;67934;bacon oscar mayer sobre 150 g;2.29;;
navidul;charcuteria y quesos;jamon curado y paleta;118111;jamon curado navidul sobre 50 g;1.1;;
volatin;charcuteria y quesos;jamon curado y paleta;188085;jamon bodega volatin 65 kg;38.5;16.5;CLUB_bajadadeprecio
elpozo;charcuteria y quesos;jamon curado y paleta;215928;jamon de cebo iberico 50 elpozo sobre 60 g;3.49;;
navidul;charcuteria y quesos;jamon curado y paleta;220189;jamon curado bajo en sal navidul sobre 50 g;1.1;;
elpozo;charcuteria y quesos;jamon curado y paleta;262594;jamon curado elpozo 1954 sobre 105 g;2;;
elpozo;charcuteria y quesos;jamon curado y paleta;265993;jamon curado elpozo 1954 bandeja 2 x 80 g;2.25;0.75;CLUB_bajadadeprecio
nuestra alacena de dia;charcuteria y quesos;jamon curado y paleta;274051;jamon serrano nuestra alacena de dia bandeja 200 g;3.65;;
nuestra alacena de dia;charcuteria y quesos;jamon curado y paleta;274052;medias lonchas jamon serrano nuestra alacena de dia bandeja 100 g;1.66;;
nuestra alacena de dia;charcuteria y quesos;jamon curado y paleta;274053;lonchas extrafinas jamon serrano nuestra alacena de dia bandeja 120 g;2.45;;
nuestra alacena de dia;charcuteria y quesos;jamon curado y paleta;274055;paleta curada 50 duroc nuestra alacena de dia bandeja 110 g;2.59;;
nuestra alacena de dia;charcuteria y quesos;jamon curado y paleta;274056;paleta curada nuestra alacena de dia bandeja 200 g;3.85;;
nuestra alacena de dia;charcuteria y quesos;jamon curado y paleta;274057;jamon de cebo iberico 50 nuestra alacena de dia bandeja 90 g;4.64;;
nuestra alacena de dia;charcuteria y quesos;jamon curado y paleta;274058;paleta de cebo iberica 50 nuestra alacena de dia bandeja 100 g;4.99;;
nuestra alacena de dia;charcuteria y quesos;jamon curado y paleta;274059;mini taquitos de jamon nuestra alacena de dia bandeja 2 x 75 g;2.21;;
nuestra alacena de dia;charcuteria y quesos;jamon curado y paleta;274060;pizcas de jamon de cebo iberico 50  nuestra alacena de dia bandeja 60 g;1.99;;
nuestra alacena de dia;charcuteria y quesos;jamon curado y paleta;274061;jamon curado en taco nuestra alacena de dia bolsa 300 g;5.1;;
nuestra alacena de dia;charcuteria y quesos;jamon curado y paleta;293068;petalos jamon serrano 50 duroc nuestra alacena de dia sobre 80 g;2.59;;
boadas;charcuteria y quesos;jamon curado y paleta;296516;jamon serrano gran reserva 50 duroc boadas sobre 100 g;3.79;;
elpozo;charcuteria y quesos;jamon curado y paleta;296789;paleta de cebo iberica 50 elpozo sobre 70 g;3.49;;
navidul;charcuteria y quesos;jamon curado y paleta;86666;jamon serrano en taquitos navidul bandeja 100 g;2;;
elpozo;charcuteria y quesos;lomo chorizo fuet salchichon;115088;sobrasada elpozo tarrina 250 g;1.95;;
navidul;charcuteria y quesos;lomo chorizo fuet salchichon;134228;cana de lomo navidul sobre 40 g;1.1;;
campofrio;charcuteria y quesos;lomo chorizo fuet salchichon;148112;mini fuet campofrio bolsa 50 g;1.49;;
revilla;charcuteria y quesos;lomo chorizo fuet salchichon;15976;chorizo revilla sobre 65 g;1;;
elpozo;charcuteria y quesos;lomo chorizo fuet salchichon;176887;salchichon nobleza elpozo bandeja 65 g;1;;
nuestra alacena de dia;charcuteria y quesos;lomo chorizo fuet salchichon;273976;chorizo extra dulce nuestra alacena de dia bolsa 270 g;2.49;;
nuestra alacena de dia;charcuteria y quesos;lomo chorizo fuet salchichon;273977;chorizo extra picante nuestra alacena de dia bolsa 270 g;2.49;;
nuestra alacena de dia;charcuteria y quesos;lomo chorizo fuet salchichon;273982;chorizo de pamplona extra nuestra alacena de dia bandeja 2 x 1125 g;1.95;;
nuestra alacena de dia;charcuteria y quesos;lomo chorizo fuet salchichon;273988;chorizo extra nuestra alacena de dia bandeja 2 x 100 g;1.37;0.46;CLUB_bajadadeprecio
nuestra alacena de dia;charcuteria y quesos;lomo chorizo fuet salchichon;273991;chorizo y salchichon extra nuestra alacena de dia bandeja 2 x 100 g;2.39;;
nuestra alacena de dia;charcuteria y quesos;lomo chorizo fuet salchichon;273996;chorizo iberico extra nuestra alacena de dia bandeja 2 x 60 g;1.99;;
nuestra alacena de dia;charcuteria y quesos;lomo chorizo fuet salchichon;274063;lomo embuchado nuestra alacena de dia bandeja 2 x 70 g;2.63;;
nuestra alacena de dia;charcuteria y quesos;lomo chorizo fuet salchichon;274137;espetec extra nuestra alacena de dia bolsa 170 g;2.19;;
nuestra alacena de dia;charcuteria y quesos;lomo chorizo fuet salchichon;274138;fuet extra nuestra alacena de dia bolsa 2 x 170 g;3.59;;
nuestra alacena de dia;charcuteria y quesos;lomo chorizo fuet salchichon;274140;salchichon extra nuestra alacena de dia bandeja 2 x 100 g;1.76;;
nuestra alacena de dia;charcuteria y quesos;lomo chorizo fuet salchichon;274141;salami extra nuestra alacena de dia bandeja 200 g;1.64;;
nuestra alacena de dia;charcuteria y quesos;lomo chorizo fuet salchichon;274186;salchichon iberico extra nuestra alacena de dia bandeja 2 x 60 g;1.99;;
nuestra alacena de dia;charcuteria y quesos;lomo chorizo fuet salchichon;274188;longaniza payes extra nuestra alacena de dia bandeja 2 x 62 g;2.07;;
elpozo;charcuteria y quesos;lomo chorizo fuet salchichon;27468;longaniza imperial elpozo bolsa 250 g;2.95;;
casa tarradellas;charcuteria y quesos;lomo chorizo fuet salchichon;37114;espetec extra casa tarradellas bolsa 180 g;2.49;;
dia lactea;charcuteria y quesos;queso curado semicurado y tierno;120966;rulo de queso de cabra dia lactea 140 g;1.65;;
dia lactea;charcuteria y quesos;queso curado semicurado y tierno;13096;queso mozzarella rallado dia lactea bolsa 200 g;1.16;0.39;CLUB_bajadadeprecio
dia lactea;charcuteria y quesos;queso curado semicurado y tierno;16296;queso emmental rallado dia lactea bolsa 200 g;1.58;;
seleccion mundial de dia;charcuteria y quesos;queso curado semicurado y tierno;182969;queso grana padano rallado seleccion mundial de dia bolsa 100 g;1.6;;
dia lactea;charcuteria y quesos;queso curado semicurado y tierno;20423;queso especial gratinar rallado dia lactea bolsa 200 g;1.35;;
el cencerro de dia;charcuteria y quesos;queso curado semicurado y tierno;263225;queso tierno de vaca el cencerro de dia sobre 250 g;2;;
el cencerro de dia;charcuteria y quesos;queso curado semicurado y tierno;263228;queso semicurado el cencerro de dia sobre 200 g;1.84;0.61;CLUB_bajadadeprecio
el cencerro de dia;charcuteria y quesos;queso curado semicurado y tierno;263306;queso tierno el cencerro de dia 300 g;2.89;;
el cencerro de dia;charcuteria y quesos;queso curado semicurado y tierno;263378;queso semicurado el cencerro de dia 300 g;3.03;;
el cencerro de dia;charcuteria y quesos;queso curado semicurado y tierno;263380;queso curado el cencerro de dia 300 g;3.45;;
dia lactea;charcuteria y quesos;queso curado semicurado y tierno;263635;queso especial pasta en polvo dia lactea bolsa 150 g;1.25;;
el cencerro de dia;charcuteria y quesos;queso curado semicurado y tierno;263673;queso tierno cortado el cencerro de dia 250 g;3.02;;
el cencerro de dia;charcuteria y quesos;queso curado semicurado y tierno;263674;queso semicurado cortado el cencerro de dia 250 g;3.41;;
el cencerro de dia;charcuteria y quesos;queso curado semicurado y tierno;263675;queso curado cortado el cencerro de dia 250 g;3.89;;
dia lactea;charcuteria y quesos;queso curado semicurado y tierno;290034;dados de queso especial ensalada dia lactea bolsa 100 g;0.99;;
el cencerro de dia;charcuteria y quesos;queso curado semicurado y tierno;290782;queso de oveja curado el cencerro de dia 250 g;3.99;;
el cencerro de dia;charcuteria y quesos;queso curado semicurado y tierno;292092;queso de oveja curado el cencerro de dia 200 g;3.55;;
dia lactea;charcuteria y quesos;queso curado semicurado y tierno;292470;queso gouda rallado dia lactea bolsa 200 g;1.44;;
dia lactea;charcuteria y quesos;queso curado semicurado y tierno;50652;queso mezcla 4 quesos rallado dia lactea bolsa 200 g;1.83;;
el cencerro de dia;charcuteria y quesos;queso curado semicurado y tierno;60253;queso tierno el cencerro de dia sobre 250 g;2.39;;
dia lactea;charcuteria y quesos;queso fresco;108698;queso mozzarella fresca dia lactea bolsa 125 g;0.99;;
el cencerro de dia;charcuteria y quesos;queso fresco;115196;queso fresco de vaca el cencerro de dia tarrina 250 g;1.65;;
dia lactea;charcuteria y quesos;queso fresco;115669;queso fresco natural dia lactea tarrina 4 x 625 g;1.04;;
dia lactea;charcuteria y quesos;queso fresco;186751;queso fresco 0 mg dia lactea tarrina 2 x 250 g;1.78;;
galbani;charcuteria y quesos;queso fresco;189685;queso mozzarella galbani bolsa 100 g;1.39;;
dia lactea;charcuteria y quesos;queso fresco;207455;mini queso mozzarella dia lactea tarrina 125 g;1.69;;
dia lactea;charcuteria y quesos;queso fresco;223231;queso fresco sin lactosa dia lactea tarrina 4 x 625 g;1.68;;
seleccion mundial de dia;charcuteria y quesos;queso fresco;263576;queso burrata seleccion mundial de dia tarrina 150 g;2.2;;
seleccion mundial de dia;charcuteria y quesos;queso fresco;263621;queso mozzarella di bufala campana dop seleccion mundial de dia tarrina 125 g;1.73;;
el cencerro de dia;charcuteria y quesos;queso fresco;265592;queso fresco de cabra el cencerro de dia tarrina 250 g;2.67;;
dia lactea;charcuteria y quesos;queso fresco;26824;queso fresco natural dia lactea tarrina 2 x 250 g;1.78;;
granja rinya;charcuteria y quesos;queso fresco;274204;queso fresco batido rico en proteinas granja rinya tarrina 400 g;1.89;;
granja rinya;charcuteria y quesos;queso fresco;276132;requeson granja rinya tarrina 200 g;0.99;;
vega e hijos;charcuteria y quesos;queso fresco;28823;queso fresco artesano vega e hijos tarrina 250 g;2.78;;
burgo de arias;charcuteria y quesos;queso fresco;292414;queso fresco protein plus burgo de arias tarrina 3 x 70 g;1.99;;
seleccion mundial de dia;charcuteria y quesos;queso fresco;293265;queso feta dop seleccion mundial de dia bolsa 150 g;2.35;;
el cencerro de dia;charcuteria y quesos;queso fresco;297275;queso fresco light bajo en sal el cencerro de dia tarrina 250 g;2.15;;
tgt;charcuteria y quesos;queso fresco;300572;queso fresco latino tgt bolsa 300 g;3.49;;
burgo de arias;charcuteria y quesos;queso fresco;37869;queso fresco natural burgo de arias tarrina 3 x 72 g;2.99;;
dia lactea;charcuteria y quesos;queso fresco;73062;queso fresco 0 mg dia lactea tarrina 4 x 625 g;1.04;;
seleccion mundial de dia;charcuteria y quesos;queso azul y roquefort;207458;queso gorgonzola dop seleccion mundial de dia bandeja 200 g;2.37;;
seleccion mundial de dia;charcuteria y quesos;queso azul y roquefort;222761;queso roquefort seleccion mundial de dia bandeja 100 g;1.75;;
el cencerro de dia;charcuteria y quesos;queso azul y roquefort;44948;queso azul el cencerro de dia bandeja 150 g;1.34;0.45;CLUB_bajadadeprecio
dia lactea;charcuteria y quesos;quesos fundidos y cremas;116857;queso fundido light en porciones dia lactea caja 250 g;1.49;;
dia lactea;charcuteria y quesos;quesos fundidos y cremas;120200;crema con queso camembert dia lactea tarrina 125 g;1.32;;
la vaca que rie;charcuteria y quesos;quesos fundidos y cremas;127523;queso fundido original en porciones la vaca que rie caja 250 g;2.78;;
la vaca que rie;charcuteria y quesos;quesos fundidos y cremas;1776;queso fundido light en porciones la vaca que rie caja 250 g;2.78;;
philadelphia;charcuteria y quesos;quesos fundidos y cremas;189086;queso de untar original philadelphia tarrina 350 g;3.55;;
dia lactea;charcuteria y quesos;quesos fundidos y cremas;207454;queso fundido light dia lactea bolsa 300 g;1.8;;
philadelphia;charcuteria y quesos;quesos fundidos y cremas;211479;queso de untar light philadelphia tarrina 350 g;3.55;;
dia lactea;charcuteria y quesos;quesos fundidos y cremas;264064;queso fundido en porciones dia lactea caja 375 g;2;;
la vaca que rie;charcuteria y quesos;quesos fundidos y cremas;269551;queso fundido light la vaca que rie bolsa 263 g;2.39;;
dia lactea;charcuteria y quesos;quesos fundidos y cremas;274196;queso fundido burger con cheddar dia lactea bolsa 300 g;1.75;;
philadelphia;charcuteria y quesos;quesos fundidos y cremas;294318;crema de untar vegetal philadelphia tarrina 145 g;2.99;;
dia lactea;charcuteria y quesos;quesos fundidos y cremas;296013;crema con queso semicurado dia lactea tarrina 125 g;1.32;;
dia lactea;charcuteria y quesos;quesos fundidos y cremas;296054;crema con queso de cabra dia lactea tarrina 125 g;1.32;;
president;charcuteria y quesos;quesos fundidos y cremas;299697;mousse de queso con nueces president bon delice tarrina 125 g;1.99;;
philadelphia;charcuteria y quesos;quesos fundidos y cremas;45247;queso de untar original philadelphia tarrina 250 g;2.68;;
philadelphia;charcuteria y quesos;quesos fundidos y cremas;46047;queso de untar light philadelphia tarrina 250 g;2.68;;
philadelphia;charcuteria y quesos;quesos fundidos y cremas;5350;queso de untar con finas hierbas philadelphia tarrina 150 g;2.39;;
babybel;charcuteria y quesos;quesos fundidos y cremas;60325;mini queso tierno snack babybel malla 120 g;2.74;;
dia lactea;charcuteria y quesos;quesos fundidos y cremas;664;queso fundido sandwich dia lactea bolsa 300 g;1.19;;
la vaca que rie;charcuteria y quesos;quesos fundidos y cremas;88287;queso fundido con palitos de pan la vaca que rie caja 140 g;2.39;;
seleccion mundial de dia;charcuteria y quesos;quesos internacionales;11877;queso brie seleccion mundial de dia 200 g;1.6;;
seleccion mundial de dia;charcuteria y quesos;quesos internacionales;1253;queso camembert seleccion mundial de dia tarrina 250 g;1.83;;
castello;charcuteria y quesos;quesos internacionales;135172;queso de untar blanco con pina castello tarrina 125 g;2.29;;
seleccion mundial de dia;charcuteria y quesos;quesos internacionales;182970;queso provolone con oregano seleccion mundial de dia bolsa 150 g;1.76;;
seleccion mundial de dia;charcuteria y quesos;quesos internacionales;263215;queso gouda sin lactosa seleccion mundial de dia sobre 200 g;1.99;;
seleccion mundial de dia;charcuteria y quesos;quesos internacionales;263217;queso edam seleccion mundial de dia sobre 240 g;1.6;;
seleccion mundial de dia;charcuteria y quesos;quesos internacionales;263218;queso havarti seleccion mundial de dia sobre 200 g;2.49;;
seleccion mundial de dia;charcuteria y quesos;quesos internacionales;263219;queso havarti light seleccion mundial de dia sobre 200 g;2.49;;
seleccion mundial de dia;charcuteria y quesos;quesos internacionales;263220;queso emmental seleccion mundial de dia sobre 200 g;2.05;;
seleccion mundial de dia;charcuteria y quesos;quesos internacionales;263221;queso cheddar seleccion mundial de dia sobre 200 g;1.99;;
dia lactea;charcuteria y quesos;quesos internacionales;263222;queso mozzarella dia lactea sobre 200 g;1.7;;
seleccion mundial de dia;charcuteria y quesos;quesos internacionales;263231;queso gouda seleccion mundial de dia sobre 240 g;1.72;;
seleccion mundial de dia;charcuteria y quesos;quesos internacionales;263574;queso curado italiano seleccion mundial de dia bandeja 200 g;2.79;;
seleccion mundial de dia;charcuteria y quesos;quesos internacionales;263575;queso parmigiano reggiano dop seleccion mundial de dia bandeja 150 g;3.45;;
seleccion mundial de dia;charcuteria y quesos;quesos internacionales;265533;queso cheddar extra mature seleccion mundial de dia bolsa 200 g;2.19;;
seleccion mundial de dia;charcuteria y quesos;quesos internacionales;282301;queso emmental seleccion mundial de dia bolsa 250 g;2.03;;
flax  kale;charcuteria y quesos;quesos internacionales;287337;queso vegano gouda flaxkale bandeja 130 g;1.99;;
seleccion mundial de dia;charcuteria y quesos;quesos internacionales;290296;queso gouda light seleccion mundial de dia sobre 200 g;1.99;;
seleccion mundial de dia;charcuteria y quesos;quesos internacionales;294054;queso gruyere seleccion mundial de dia bolsa 200 g;2.49;;
seleccion mundial de dia;charcuteria y quesos;quesos internacionales;53195;queso gouda seleccion mundial de dia bandeja 400 g;2.93;;
funky frank de dia;charcuteria y quesos;salchichas;101581;salchichas cocidas super funky frank de dia bolsa 350 g;1.79;;
oscar mayer;charcuteria y quesos;salchichas;1062;salchichas cocidas wieners oscar mayer bolsa 200 g;1.39;;
campofrio;charcuteria y quesos;salchichas;125955;salchichas cocidas frankfurt campofrio bolsa 4 x 140 g;2.25;;
oscar mayer;charcuteria y quesos;salchichas;1306;salchichas cocidas jumbo classic oscar mayer bolsa 350 g;2.45;;
elpozo;charcuteria y quesos;salchichas;162106;salchichas big pavo elpozo bolsa 3 x 200 g;2.5;;
oscar mayer;charcuteria y quesos;salchichas;195181;salchichas cocidas wieners con queso oscar mayer bolsa 200 g;1.39;;
elpozo;charcuteria y quesos;salchichas;261334;salchichas frankfurt elpozo bolsa 3 x 160 g;2;;
funky frank de dia;charcuteria y quesos;salchichas;273442;salchichas cocidas frankfurt funky frank de dia bolsa 4 x 160 g;1.74;;
funky frank de dia;charcuteria y quesos;salchichas;273443;salchichas cocidas frankfurt con queso funky frank de dia bolsa 4 x 140 g;1.74;;
seleccion mundial de dia;charcuteria y quesos;salchichas;274069;salchichas bockwurst seleccion mundial de dia frasco 250 g;2.59;;
elpozo;charcuteria y quesos;salchichas;275707;salchichas cocidas hot dog elpozo king bolsa 275 g;1.75;;
funky frank de dia;charcuteria y quesos;salchichas;283361;salchichas cocidas viena con queso funky frank de dia bolsa 3 x 200 g;1.68;0.42;CLUB_bajadadeprecio
funky frank de dia;charcuteria y quesos;salchichas;283362;salchichas cocidas viena de pollo funky frank de dia bolsa 3 x 200 g;1.72;0.43;CLUB_bajadadeprecio
funky frank de dia;charcuteria y quesos;salchichas;283363;salchichas cocidas viena clasicas funky frank de dia bolsa 3 x 200 g;2.1;;
campofrio;charcuteria y quesos;salchichas;288206;salchichas frankfurt de pavo campofrio bolsa 3 x 140 g;1.99;;
campofrio;charcuteria y quesos;salchichas;288885;salchichas de pavo campofrio cuida-t bolsa 170 g;0.85;;
seleccion mundial de dia;charcuteria y quesos;salchichas;294954;salchichas bockwurst seleccion mundial de dia bolsa 270 g;2.99;;
seleccion mundial de dia;charcuteria y quesos;salchichas;294955;salchichas bratwurst seleccion mundial de dia bolsa 270 g;2.99;;
revolu green;charcuteria y quesos;salchichas;297706;salchichas veganas revolu green bolsa 170 g;2.79;;
oscar mayer;charcuteria y quesos;salchichas;67436;salchichas cocidas jumbo con queso oscar mayer bolsa 350 g;2.45;;
la piara;charcuteria y quesos;foie pate y sobrasada;116542;pate menos grasa la piara tapa negra lata 2 x 73 g;3.99;;
la piara;charcuteria y quesos;foie pate y sobrasada;119815;pate picante la piara lata 2 x 73 g;3.99;;
la piara;charcuteria y quesos;foie pate y sobrasada;123844;pate tapa negra iberico la piara tapa negra lata 2 x 73 g;3.99;;
la piara;charcuteria y quesos;foie pate y sobrasada;129843;pate de atun la piara lata 150 g;3.95;;
la piara;charcuteria y quesos;foie pate y sobrasada;17986;crema de atun la piara frasco 180 g;3.99;;
la piara;charcuteria y quesos;foie pate y sobrasada;187265;crema de pollo natural la piara lata 2 x 75 g;3.99;;
martiko;charcuteria y quesos;foie pate y sobrasada;196641;bloque de higado de pato martiko sobre 80 g;5.99;;
gourmet cazorla;charcuteria y quesos;foie pate y sobrasada;274869;pate de ciervo al pedro ximenez gourmet cazorla frasco 110 g;1.89;;
gourmet cazorla;charcuteria y quesos;foie pate y sobrasada;274870;pate iberico al oporto gourmet cazorla frasco 110 g;1.89;;
la piara;charcuteria y quesos;foie pate y sobrasada;282387;pate con pedro ximenez la piara frasco 130 g;2.19;;
sivore;charcuteria y quesos;foie pate y sobrasada;282420;bloc pate de pato sivore lata 150 g;3.49;;
vegedia;charcuteria y quesos;foie pate y sobrasada;286534;verduras braseadas vegedia frasco 110 g;1.49;;
carlota organic;charcuteria y quesos;foie pate y sobrasada;294994;pate de papaya manzana y curry carlota organic frasco 180 g;2.95;;
carlota organic;charcuteria y quesos;foie pate y sobrasada;294996;pate de berenjena y semillas de girasol carlota organic frasco 180 g;2.95;;
carlota organic;charcuteria y quesos;foie pate y sobrasada;294998;pate de remolacha y rabano picante carlota organic frasco 180 g;2.95;;
la cuina;charcuteria y quesos;foie pate y sobrasada;295873;pate de cerdo a las finas hierbas 2 unidades la cuina blister 100 g;1.29;;
seleccion de dia;carniceria;pollo;172789;pollo entero para asar seleccion de dia bandeja 2 kg;7.99;;
seleccion de dia;carniceria;pollo;17936;pechugas enteras de pollo seleccion de dia bandeja 500 g aprox;2.95;0.75;SEG_bajadadeprecio
seleccion de dia;carniceria;pollo;18036;cuartos traseros de pollo seleccion de dia bandeja 650 g aprox;2.27;;
;carniceria;pollo;198740;filetes de pollo empanados bandeja 400 g;3.19;;
seleccion de dia;carniceria;pollo;210927;alas de pollo adobadas seleccion de dia bandeja 450 g;2.79;;
seleccion de dia;carniceria;pollo;21977;filetes de pechuga de pollo seleccion de dia bandeja 450 g aprox;3.51;;
seleccion de dia;carniceria;pollo;221279;pinchos de pollo rojo seleccion de dia bandeja 340 g;3.79;;
seleccion de dia;carniceria;pollo;261354;solomillo de pollo seleccion de dia bandeja 400 g aprox;3.52;;
seleccion de dia;carniceria;pollo;261367;alas partidas de pollo seleccion de dia bandeja 600 g aprox;3.29;;
seleccion de dia;carniceria;pollo;261369;cuarto trasero de pollo formato familiar seleccion de dia bandeja 12 kg aprox;4.07;;
seleccion de dia;carniceria;pollo;261371;pechuga de pollo entera formato familiar seleccion de dia bandeja 12 kg aprox;8.39;;
seleccion de dia;carniceria;pollo;261388;medio pollo troceado formato familiar seleccion de dia bandeja 800 g aprox;3.43;;
seleccion de dia;carniceria;pollo;266078;solomillo de pollo empanado seleccion de dia bandeja 500 g aprox;4.75;;
seleccion de dia;carniceria;pollo;275700;longaniza de pollo seleccion de dia bandeja 400 g;2.99;;
seleccion de dia;carniceria;pollo;297329;albondigas de pollo seleccion de dia bandeja 420 g;3.79;;
seleccion de dia;carniceria;pollo;301043;filetes de pechuga de pollo a las finas hierbas seleccion de dia bandeja 450 g aprox;3.6;;
seleccion de dia;carniceria;pollo;41736;filetes de contramuslo de pollo seleccion de dia bandeja 500 g aprox;3.75;;
seleccion de dia;carniceria;pollo;4211;jamoncitos de pollo familiar seleccion de dia bandeja 800 g aprox;3.35;;
seleccion de dia;carniceria;pollo;50844;filetes de pechuga de pollo corte fino seleccion de dia bandeja 450 g aprox;4.05;;
seleccion de dia;carniceria;pollo;6423;pollo entero limpio seleccion de dia bandeja 19 kg aprox;6.37;;
seleccion de dia;carniceria;vacuno;170629;escalopines de ternera seleccion de dia bandeja 350 g aprox;5.29;;
seleccion de dia;carniceria;vacuno;181288;filete 1a de ternera seleccion de dia bandeja 400 g aprox;6.08;;
seleccion de dia;carniceria;vacuno;276318;ternera en tacos anojo seleccion de dia bandeja 450 g aprox;5.85;;
seleccion de dia;carniceria;vacuno;276321;entrecot de lomo bajo de vacuno seleccion de dia bandeja 420 g aprox;8.4;;
seleccion de dia;carniceria;vacuno;276324;carpaccio de vacuno marinado con queso seleccion de dia bandeja 110 g;3.89;;
seleccion de dia;carniceria;vacuno;277913;medallon de cadera vacuno seleccion de dia bandeja 235 g aprox;3.99;;
elpozo;carniceria;vacuno;294355;escalopin de vacuno extratierno elpozo extratiernos bandeja 600 g aprox;8.99;;
seleccion de dia;carniceria;vacuno;300616;filete de vacuno marinado empanado seleccion de dia bandeja 500 g aprox;7.5;;
seleccion de dia;carniceria;cerdo;11077;solomillo de cerdo seleccion de dia bolsa 450 g aprox;4.05;;
seleccion de dia;carniceria;cerdo;111575;cinta de lomo adobada seleccion de dia bandeja 850 g aprox;6.79;;
seleccion de dia;carniceria;cerdo;112150;longaniza sin tripa seleccion de dia bandeja 325 g;1.99;;
elpozo;carniceria;cerdo;113270;escalopin de lomo de cerdo marinado elpozo extratiernos bandeja 600 g aprox;4.99;;
seleccion de dia;carniceria;cerdo;134262;tira de costilla de cerdo envasada al vacio seleccion de dia bolsa 900 g aprox;6.56;;
seleccion de dia;carniceria;cerdo;144690;secreto de cerdo seleccion de dia bolsa 550 g aprox;3.84;;
seleccion de dia;carniceria;cerdo;164337;lomo extra adobado seleccion de dia bandeja 300 g;2.99;;
seleccion de dia;carniceria;cerdo;166223;filete de cinta de lomo tierno seleccion de dia bandeja 300 g;2.69;;
seleccion de dia;carniceria;cerdo;260861;chuleta de aguja de cerdo seleccion de dia bandeja 600 g aprox;4.13;;
seleccion de dia;carniceria;cerdo;260899;filetes de cabeza de lomo de cerdo seleccion de dia bandeja 500 g aprox;3.7;;
elpozo;carniceria;cerdo;2639;lomo de cerdo en trozo elpozo bandeja 950 g aprox;5.69;;
seleccion de dia;carniceria;cerdo;271754;albondigas de cerdo seleccion de dia bandeja 400 g;1.99;0.5;SEG_bajadadeprecio
seleccion de dia;carniceria;cerdo;273359;chorizo oreado seleccion de dia bandeja 300 g;2.29;;
seleccion de dia;carniceria;cerdo;282904;longaniza fresca seleccion de dia bandeja 350 g;2.69;;
seleccion de dia;carniceria;cerdo;290992;chuleta de lomo de cerdo seleccion de dia bandeja 600 g aprox;4.13;;
seleccion de dia;carniceria;cerdo;290994;filete de cinta de lomo seleccion de dia bandeja 450 g aprox;3.37;;
seleccion de dia;carniceria;cerdo;290996;estofado de cerdo seleccion de dia bandeja 500 g aprox;3.2;;
